filepath,xmin,xmax,ymin,ymax
../ALPR-with-scikit/images\video10_690.xml,746,1090,400,525
../ALPR-with-scikit/images\video10_710.xml,675,1060,145,280
../ALPR-with-scikit/images\video10_720.xml,793,1208,413,565
../ALPR-with-scikit/images\video10_760.xml,502,663,349,392
../ALPR-with-scikit/images\video10_770.xml,498,659,392,441
../ALPR-with-scikit/images\video10_830.xml,7,672,374,527
../ALPR-with-scikit/images\video10_850.xml,247,389,406,448
../ALPR-with-scikit/images\video10_860.xml,556,688,311,351
../ALPR-with-scikit/images\video10_870.xml,872,998,268,305
../ALPR-with-scikit/images\video10_880.xml,669,787,201,237
../ALPR-with-scikit/images\video10_890.xml,580,692,306,338
../ALPR-with-scikit/images\video10_900.xml,571,679,192,221
../ALPR-with-scikit/images\video10_910.xml,907,1010,542,576
../ALPR-with-scikit/images\video10_920.xml,1000,1101,587,619
../ALPR-with-scikit/images\video10_930.xml,408,503,626,658
../ALPR-with-scikit/images\video10_940.xml,341,433,208,235
../ALPR-with-scikit/images\video10_950.xml,355,447,190,219
../ALPR-with-scikit/images\video10_960.xml,284,371,170,192
../ALPR-with-scikit/images\video10_970.xml,346,430,177,200
../ALPR-with-scikit/images\video10_980.xml,345,426,192,216
../ALPR-with-scikit/images\video10_990.xml,249,327,133,156
../ALPR-with-scikit/images\video11_1000.xml,266,646,568,676
../ALPR-with-scikit/images\video11_1010.xml,309,685,557,666
../ALPR-with-scikit/images\video11_1020.xml,298,674,556,658
../ALPR-with-scikit/images\video11_1030.xml,281,651,583,685
../ALPR-with-scikit/images\video11_1040.xml,280,650,604,707
../ALPR-with-scikit/images\video11_1050.xml,298,671,608,720
../ALPR-with-scikit/images\video11_1060.xml,279,649,574,677
../ALPR-with-scikit/images\video11_1070.xml,248,622,530,635
../ALPR-with-scikit/images\video11_1080.xml,305,677,476,590
../ALPR-with-scikit/images\video11_1100.xml,317,685,424,537
../ALPR-with-scikit/images\video11_1110.xml,311,686,493,612
../ALPR-with-scikit/images\video11_1120.xml,392,768,540,662
../ALPR-with-scikit/images\video11_1130.xml,197,577,524,639
../ALPR-with-scikit/images\video11_1140.xml,274,647,498,598
../ALPR-with-scikit/images\video11_1150.xml,268,640,487,582
../ALPR-with-scikit/images\video11_1160.xml,272,645,470,575
../ALPR-with-scikit/images\video11_1170.xml,101,249,417,479
../ALPR-with-scikit/images\video11_1180.xml,90,233,455,526
../ALPR-with-scikit/images\video11_1230.xml,266,628,486,605
../ALPR-with-scikit/images\video11_1240.xml,957,1357,445,581
../ALPR-with-scikit/images\video11_1250.xml,298,756,535,699
../ALPR-with-scikit/images\video11_1270.xml,153,313,395,432
../ALPR-with-scikit/images\video11_1280.xml,189,354,429,469
../ALPR-with-scikit/images\video11_1290.xml,164,334,500,538
../ALPR-with-scikit/images\video11_1300.xml,236,319,385,409
../ALPR-with-scikit/images\video11_1310.xml,218,413,564,613
../ALPR-with-scikit/images\video11_1320.xml,287,418,350,385
../ALPR-with-scikit/images\video11_1330.xml,225,439,575,633
../ALPR-with-scikit/images\video11_1340.xml,262,498,602,663
../ALPR-with-scikit/images\video11_1350.xml,243,496,630,699
../ALPR-with-scikit/images\video11_1360.xml,182,457,716,795
../ALPR-with-scikit/images\video11_1440.xml,175,342,339,391
../ALPR-with-scikit/images\video11_1560.xml,218,352,192,230
../ALPR-with-scikit/images\video11_1570.xml,128,266,231,273
../ALPR-with-scikit/images\video11_1580.xml,176,316,277,317
../ALPR-with-scikit/images\video11_1590.xml,220,358,308,351
../ALPR-with-scikit/images\video11_1600.xml,230,374,306,351
../ALPR-with-scikit/images\video11_1610.xml,192,332,183,226
../ALPR-with-scikit/images\video11_1620.xml,135,269,215,259
../ALPR-with-scikit/images\video11_1630.xml,147,279,298,340
../ALPR-with-scikit/images\video11_1640.xml,185,316,238,281
../ALPR-with-scikit/images\video11_1650.xml,174,299,177,217
../ALPR-with-scikit/images\video11_1660.xml,210,332,216,255
../ALPR-with-scikit/images\video11_1670.xml,210,328,220,255
../ALPR-with-scikit/images\video11_1680.xml,219,331,249,280
../ALPR-with-scikit/images\video11_1690.xml,111,221,222,255
../ALPR-with-scikit/images\video11_1840.xml,338,660,573,691
../ALPR-with-scikit/images\video11_1850.xml,224,524,562,662
../ALPR-with-scikit/images\video11_1860.xml,230,511,564,650
../ALPR-with-scikit/images\video11_1870.xml,430,697,425,513
../ALPR-with-scikit/images\video11_1880.xml,251,515,443,532
../ALPR-with-scikit/images\video11_1890.xml,251,515,540,627
../ALPR-with-scikit/images\video11_1900.xml,249,508,550,631
../ALPR-with-scikit/images\video11_1910.xml,275,530,550,626
../ALPR-with-scikit/images\video11_1920.xml,342,591,554,627
../ALPR-with-scikit/images\video11_1930.xml,278,529,480,554
../ALPR-with-scikit/images\video11_1940.xml,286,534,559,639
../ALPR-with-scikit/images\video11_1980.xml,68,428,705,911
../ALPR-with-scikit/images\video11_1990.xml,310,655,664,873
../ALPR-with-scikit/images\video11_2000.xml,286,625,649,872
../ALPR-with-scikit/images\video11_2010.xml,133,452,644,887
../ALPR-with-scikit/images\video11_2040.xml,266,605,635,743
../ALPR-with-scikit/images\video11_2050.xml,240,584,642,765
../ALPR-with-scikit/images\video11_2060.xml,802,1171,636,761
../ALPR-with-scikit/images\video11_2070.xml,475,861,641,781
../ALPR-with-scikit/images\video11_2080.xml,144,551,676,817
../ALPR-with-scikit/images\video11_210.xml,319,562,423,483
../ALPR-with-scikit/images\video11_2180.xml,1127,1398,369,514
../ALPR-with-scikit/images\video11_2190.xml,1198,1461,326,468
../ALPR-with-scikit/images\video11_220.xml,386,684,603,673
../ALPR-with-scikit/images\video11_2200.xml,1118,1379,356,496
../ALPR-with-scikit/images\video11_2210.xml,975,1226,139,275
../ALPR-with-scikit/images\video11_2220.xml,841,1083,183,324
../ALPR-with-scikit/images\video11_2230.xml,222,456,99,240
../ALPR-with-scikit/images\video11_2260.xml,168,416,192,338
../ALPR-with-scikit/images\video11_2270.xml,133,412,147,309
../ALPR-with-scikit/images\video11_2280.xml,190,483,137,315
../ALPR-with-scikit/images\video11_2290.xml,599,884,190,371
../ALPR-with-scikit/images\video11_2370.xml,115,244,155,238
../ALPR-with-scikit/images\video11_2380.xml,289,423,58,132
../ALPR-with-scikit/images\video11_2550.xml,194,442,185,358
../ALPR-with-scikit/images\video11_2560.xml,298,530,216,354
../ALPR-with-scikit/images\video11_2570.xml,234,449,158,291
../ALPR-with-scikit/images\video11_2600.xml,198,438,137,206
../ALPR-with-scikit/images\video11_2610.xml,216,466,195,269
../ALPR-with-scikit/images\video11_2620.xml,227,495,311,389
../ALPR-with-scikit/images\video11_2630.xml,245,541,398,488
../ALPR-with-scikit/images\video11_2640.xml,139,297,205,248
../ALPR-with-scikit/images\video11_2650.xml,129,297,190,238
../ALPR-with-scikit/images\video11_2660.xml,174,353,172,222
../ALPR-with-scikit/images\video11_2670.xml,185,378,112,164
../ALPR-with-scikit/images\video11_2680.xml,158,371,178,239
../ALPR-with-scikit/images\video11_2690.xml,202,435,259,327
../ALPR-with-scikit/images\video11_2700.xml,191,449,249,331
../ALPR-with-scikit/images\video11_2710.xml,226,514,302,395
../ALPR-with-scikit/images\video11_2720.xml,173,498,316,423
../ALPR-with-scikit/images\video11_2730.xml,174,541,298,412
../ALPR-with-scikit/images\video11_2740.xml,169,574,216,346
../ALPR-with-scikit/images\video11_2750.xml,255,691,256,406
../ALPR-with-scikit/images\video11_2760.xml,226,693,213,387
../ALPR-with-scikit/images\video11_2770.xml,438,926,360,540
../ALPR-with-scikit/images\video11_2780.xml,675,1186,456,641
../ALPR-with-scikit/images\video11_2790.xml,331,853,204,398
../ALPR-with-scikit/images\video11_2800.xml,240,358,189,242
../ALPR-with-scikit/images\video11_2810.xml,132,225,209,237
../ALPR-with-scikit/images\video11_2820.xml,125,227,192,228
../ALPR-with-scikit/images\video11_2830.xml,5,114,205,245
../ALPR-with-scikit/images\video11_3250.xml,143,294,179,224
../ALPR-with-scikit/images\video11_3260.xml,178,335,217,266
../ALPR-with-scikit/images\video11_3280.xml,136,247,271,303
../ALPR-with-scikit/images\video11_3290.xml,147,271,232,270
../ALPR-with-scikit/images\video11_3300.xml,140,281,199,241
../ALPR-with-scikit/images\video11_3310.xml,183,344,212,264
../ALPR-with-scikit/images\video11_3320.xml,198,452,223,308
../ALPR-with-scikit/images\video11_3330.xml,179,456,273,367
../ALPR-with-scikit/images\video11_3340.xml,190,493,340,444
../ALPR-with-scikit/images\video11_3350.xml,425,759,397,520
../ALPR-with-scikit/images\video11_3630.xml,139,257,308,351
../ALPR-with-scikit/images\video11_3640.xml,245,389,250,308
../ALPR-with-scikit/images\video11_3660.xml,87,197,157,198
../ALPR-with-scikit/images\video11_3680.xml,148,272,185,215
../ALPR-with-scikit/images\video11_3690.xml,172,315,231,268
../ALPR-with-scikit/images\video11_3700.xml,111,232,90,138
../ALPR-with-scikit/images\video11_3710.xml,88,300,354,432
../ALPR-with-scikit/images\video11_3720.xml,250,357,123,156
../ALPR-with-scikit/images\video11_3730.xml,508,628,234,277
../ALPR-with-scikit/images\video11_3750.xml,98,218,233,279
../ALPR-with-scikit/images\video11_3830.xml,140,292,233,283
../ALPR-with-scikit/images\video11_3840.xml,241,431,269,332
../ALPR-with-scikit/images\video11_3870.xml,175,285,136,171
../ALPR-with-scikit/images\video11_3880.xml,255,379,194,246
../ALPR-with-scikit/images\video11_3910.xml,462,648,147,198
../ALPR-with-scikit/images\video11_3920.xml,205,330,94,126
../ALPR-with-scikit/images\video11_3930.xml,220,358,191,236
../ALPR-with-scikit/images\video11_3940.xml,314,630,436,554
../ALPR-with-scikit/images\video11_4010.xml,271,377,280,315
../ALPR-with-scikit/images\video11_4020.xml,151,275,276,320
../ALPR-with-scikit/images\video11_4030.xml,122,272,265,325
../ALPR-with-scikit/images\video11_4060.xml,184,281,278,307
../ALPR-with-scikit/images\video11_4070.xml,236,363,289,326
../ALPR-with-scikit/images\video11_4080.xml,49,236,326,374
../ALPR-with-scikit/images\video11_4090.xml,69,168,299,323
../ALPR-with-scikit/images\video11_410.xml,262,545,353,436
../ALPR-with-scikit/images\video11_4100.xml,108,230,318,351
../ALPR-with-scikit/images\video11_420.xml,86,432,363,459
../ALPR-with-scikit/images\video11_4390.xml,152,251,393,423
../ALPR-with-scikit/images\video11_4410.xml,169,286,293,330
../ALPR-with-scikit/images\video11_4420.xml,183,316,352,392
../ALPR-with-scikit/images\video11_4430.xml,151,295,430,472
../ALPR-with-scikit/images\video11_4440.xml,253,414,497,542
../ALPR-with-scikit/images\video11_4450.xml,196,378,555,610
../ALPR-with-scikit/images\video11_4460.xml,176,388,620,691
../ALPR-with-scikit/images\video11_4470.xml,206,443,698,792
../ALPR-with-scikit/images\video11_4600.xml,300,462,311,372
../ALPR-with-scikit/images\video11_4610.xml,198,376,340,402
../ALPR-with-scikit/images\video11_4620.xml,118,306,404,471
../ALPR-with-scikit/images\video11_4630.xml,275,538,427,487
../ALPR-with-scikit/images\video11_4640.xml,342,617,510,573
../ALPR-with-scikit/images\video11_4650.xml,252,539,519,585
../ALPR-with-scikit/images\video11_4660.xml,268,590,436,511
../ALPR-with-scikit/images\video11_4670.xml,267,614,416,512
../ALPR-with-scikit/images\video11_4710.xml,295,424,281,316
../ALPR-with-scikit/images\video11_4720.xml,159,294,331,366
../ALPR-with-scikit/images\video11_4730.xml,170,314,367,403
../ALPR-with-scikit/images\video11_4740.xml,172,327,464,504
../ALPR-with-scikit/images\video11_4750.xml,216,378,602,646
../ALPR-with-scikit/images\video11_4770.xml,168,360,459,516
../ALPR-with-scikit/images\video11_4780.xml,231,445,543,601
../ALPR-with-scikit/images\video11_4790.xml,321,552,413,484
../ALPR-with-scikit/images\video11_4800.xml,345,600,488,561
../ALPR-with-scikit/images\video11_4810.xml,272,556,655,741
../ALPR-with-scikit/images\video11_4950.xml,140,322,455,519
../ALPR-with-scikit/images\video11_4960.xml,90,305,527,605
../ALPR-with-scikit/images\video11_540.xml,455,1063,663,843
../ALPR-with-scikit/images\video11_550.xml,621,1338,370,574
../ALPR-with-scikit/images\video11_750.xml,204,1089,284,512
../ALPR-with-scikit/images\video11_760.xml,350,1239,388,608
../ALPR-with-scikit/images\video11_770.xml,327,1208,495,727
../ALPR-with-scikit/images\video11_780.xml,265,1148,578,810
../ALPR-with-scikit/images\video11_790.xml,125,1005,494,722
../ALPR-with-scikit/images\video11_800.xml,48,931,401,637
../ALPR-with-scikit/images\video11_810.xml,453,1023,378,528
../ALPR-with-scikit/images\video11_860.xml,623,1187,628,768
../ALPR-with-scikit/images\video11_980.xml,239,613,583,689
../ALPR-with-scikit/images\video11_990.xml,246,625,574,677
../ALPR-with-scikit/images\video12_100.xml,213,503,74,170
../ALPR-with-scikit/images\video12_110.xml,121,427,99,209
../ALPR-with-scikit/images\video12_140.xml,112,644,555,697
../ALPR-with-scikit/images\video12_150.xml,16,653,652,837
../ALPR-with-scikit/images\video12_60.xml,192,429,718,785
../ALPR-with-scikit/images\video12_70.xml,141,383,678,742
../ALPR-with-scikit/images\video12_80.xml,49,306,624,699
../ALPR-with-scikit/images\video12_90.xml,48,321,534,614
../ALPR-with-scikit/images\video2_0.xml,99,196,209,237
../ALPR-with-scikit/images\video2_1360.xml,320,633,393,466
../ALPR-with-scikit/images\video2_1430.xml,151,295,189,263
../ALPR-with-scikit/images\video2_1480.xml,135,761,297,452
../ALPR-with-scikit/images\video2_1490.xml,419,964,229,363
../ALPR-with-scikit/images\video2_1510.xml,283,711,316,424
../ALPR-with-scikit/images\video2_1590.xml,276,609,285,364
../ALPR-with-scikit/images\video2_1750.xml,346,784,501,625
../ALPR-with-scikit/images\video2_180.xml,331,568,516,611
../ALPR-with-scikit/images\video2_1820.xml,229,805,474,649
../ALPR-with-scikit/images\video2_1830.xml,348,820,656,773
../ALPR-with-scikit/images\video2_2150.xml,287,687,427,541
../ALPR-with-scikit/images\video2_220.xml,206,379,221,275
../ALPR-with-scikit/images\video2_2210.xml,353,860,236,405
../ALPR-with-scikit/images\video2_2220.xml,359,881,346,521
../ALPR-with-scikit/images\video2_2230.xml,207,747,519,695
../ALPR-with-scikit/images\video2_230.xml,239,417,231,293
../ALPR-with-scikit/images\video2_240.xml,278,455,224,287
../ALPR-with-scikit/images\video2_2550.xml,153,262,169,201
../ALPR-with-scikit/images\video2_280.xml,423,906,924,1057
../ALPR-with-scikit/images\video2_2870.xml,157,356,359,434
../ALPR-with-scikit/images\video2_290.xml,381,782,661,783
../ALPR-with-scikit/images\video2_300.xml,265,615,539,645
../ALPR-with-scikit/images\video2_3030.xml,225,460,335,414
../ALPR-with-scikit/images\video2_310.xml,230,405,200,263
../ALPR-with-scikit/images\video2_3260.xml,157,312,328,372
../ALPR-with-scikit/images\video2_3370.xml,579,816,360,430
../ALPR-with-scikit/images\video2_3440.xml,346,1002,606,838
../ALPR-with-scikit/images\video2_3560.xml,138,578,85,224
../ALPR-with-scikit/images\video2_3570.xml,336,789,179,322
../ALPR-with-scikit/images\video2_3600.xml,370,778,250,370
../ALPR-with-scikit/images\video2_3730.xml,328,683,480,585
../ALPR-with-scikit/images\video2_3740.xml,309,649,606,703
../ALPR-with-scikit/images\video2_3750.xml,307,648,651,761
../ALPR-with-scikit/images\video2_380.xml,588,1109,609,819
../ALPR-with-scikit/images\video2_390.xml,332,855,563,778
../ALPR-with-scikit/images\video2_3990.xml,57,451,517,642
../ALPR-with-scikit/images\video2_400.xml,728,1234,559,761
../ALPR-with-scikit/images\video2_4010.xml,147,618,648,798
../ALPR-with-scikit/images\video2_4080.xml,9,534,901,1080
../ALPR-with-scikit/images\video2_410.xml,362,856,561,754
../ALPR-with-scikit/images\video2_4140.xml,192,719,447,616
../ALPR-with-scikit/images\video2_4150.xml,261,785,482,643
../ALPR-with-scikit/images\video2_4190.xml,525,986,550,678
../ALPR-with-scikit/images\video2_420.xml,383,872,622,802
../ALPR-with-scikit/images\video2_4230.xml,434,904,655,793
../ALPR-with-scikit/images\video2_4280.xml,214,618,257,437
../ALPR-with-scikit/images\video2_4290.xml,229,623,296,497
../ALPR-with-scikit/images\video2_430.xml,646,1129,667,832
../ALPR-with-scikit/images\video2_4340.xml,162,284,226,262
../ALPR-with-scikit/images\video2_4370.xml,185,319,254,292
../ALPR-with-scikit/images\video2_440.xml,642,1110,668,833
../ALPR-with-scikit/images\video2_4400.xml,211,401,338,391
../ALPR-with-scikit/images\video2_4410.xml,270,466,426,486
../ALPR-with-scikit/images\video2_450.xml,669,1127,700,856
../ALPR-with-scikit/images\video2_4510.xml,711,1360,475,661
../ALPR-with-scikit/images\video2_4520.xml,829,1580,395,627
../ALPR-with-scikit/images\video2_460.xml,519,968,951,1080
../ALPR-with-scikit/images\video2_470.xml,409,866,709,873
../ALPR-with-scikit/images\video2_4760.xml,307,540,474,560
../ALPR-with-scikit/images\video2_4770.xml,267,486,605,688
../ALPR-with-scikit/images\video2_4780.xml,260,467,418,500
../ALPR-with-scikit/images\video2_480.xml,314,800,479,670
../ALPR-with-scikit/images\video2_4870.xml,234,418,385,454
../ALPR-with-scikit/images\video2_4980.xml,185,341,286,336
../ALPR-with-scikit/images\video2_5240.xml,337,605,503,605
../ALPR-with-scikit/images\video2_5250.xml,403,664,500,602
../ALPR-with-scikit/images\video2_5260.xml,365,619,425,530
../ALPR-with-scikit/images\video2_5270.xml,347,610,197,290
../ALPR-with-scikit/images\video2_5280.xml,363,625,91,169
../ALPR-with-scikit/images\video2_5290.xml,175,422,293,365
../ALPR-with-scikit/images\video2_5300.xml,206,449,413,488
../ALPR-with-scikit/images\video2_610.xml,291,577,293,375
../ALPR-with-scikit/images\video2_620.xml,281,585,401,480
../ALPR-with-scikit/images\video2_650.xml,361,786,432,568
../ALPR-with-scikit/images\video2_820.xml,105,269,283,332
../ALPR-with-scikit/images\video3_1050.xml,72,191,299,335
../ALPR-with-scikit/images\video3_1070.xml,131,216,483,509
../ALPR-with-scikit/images\video3_1080.xml,133,236,521,558
../ALPR-with-scikit/images\video3_1090.xml,127,251,569,620
../ALPR-with-scikit/images\video3_1100.xml,64,190,595,695
../ALPR-with-scikit/images\video3_1120.xml,99,184,512,543
../ALPR-with-scikit/images\video3_1130.xml,90,179,500,538
../ALPR-with-scikit/images\video3_1140.xml,97,189,477,513
../ALPR-with-scikit/images\video3_1150.xml,81,175,449,489
../ALPR-with-scikit/images\video3_1180.xml,116,217,492,526
../ALPR-with-scikit/images\video3_1190.xml,138,252,478,516
../ALPR-with-scikit/images\video3_1200.xml,162,290,474,515
../ALPR-with-scikit/images\video3_1210.xml,170,314,473,525
../ALPR-with-scikit/images\video3_1220.xml,170,331,475,547
../ALPR-with-scikit/images\video3_1350.xml,52,122,443,464
../ALPR-with-scikit/images\video3_1360.xml,101,163,153,171
../ALPR-with-scikit/images\video3_1370.xml,63,122,437,455
../ALPR-with-scikit/images\video3_1440.xml,192,436,465,532
../ALPR-with-scikit/images\video3_1450.xml,193,416,438,495
../ALPR-with-scikit/images\video3_1460.xml,179,387,410,471
../ALPR-with-scikit/images\video3_1500.xml,93,248,339,385
../ALPR-with-scikit/images\video3_1510.xml,104,249,368,409
../ALPR-with-scikit/images\video3_1650.xml,157,340,487,562
../ALPR-with-scikit/images\video3_1660.xml,208,381,463,530
../ALPR-with-scikit/images\video3_1670.xml,185,345,469,531
../ALPR-with-scikit/images\video3_1680.xml,181,335,459,517
../ALPR-with-scikit/images\video3_1700.xml,204,337,260,302
../ALPR-with-scikit/images\video3_1710.xml,197,320,206,243
../ALPR-with-scikit/images\video3_1730.xml,130,243,393,425
../ALPR-with-scikit/images\video3_1750.xml,152,616,517,682
../ALPR-with-scikit/images\video3_1760.xml,328,728,482,623
../ALPR-with-scikit/images\video3_1770.xml,301,651,470,589
../ALPR-with-scikit/images\video3_1780.xml,315,629,457,569
../ALPR-with-scikit/images\video3_1790.xml,222,432,465,547
../ALPR-with-scikit/images\video3_1800.xml,188,353,459,526
../ALPR-with-scikit/images\video3_1810.xml,167,332,447,509
../ALPR-with-scikit/images\video3_1820.xml,204,360,435,495
../ALPR-with-scikit/images\video3_1840.xml,165,305,594,643
../ALPR-with-scikit/images\video3_1850.xml,124,254,542,581
../ALPR-with-scikit/images\video3_1860.xml,128,247,510,549
../ALPR-with-scikit/images\video3_1870.xml,133,244,491,520
../ALPR-with-scikit/images\video3_1880.xml,119,219,475,501
../ALPR-with-scikit/images\video3_1890.xml,116,207,461,485
../ALPR-with-scikit/images\video3_1900.xml,122,206,434,456
../ALPR-with-scikit/images\video3_1910.xml,159,236,415,433
../ALPR-with-scikit/images\video3_1920.xml,138,290,426,474
../ALPR-with-scikit/images\video3_1930.xml,120,254,406,447
../ALPR-with-scikit/images\video3_1950.xml,270,456,394,444
../ALPR-with-scikit/images\video3_1960.xml,189,338,376,414
../ALPR-with-scikit/images\video3_1970.xml,185,317,357,391
../ALPR-with-scikit/images\video3_1980.xml,316,434,173,203
../ALPR-with-scikit/images\video3_1990.xml,178,288,353,380
../ALPR-with-scikit/images\video3_2000.xml,111,213,347,374
../ALPR-with-scikit/images\video3_2170.xml,208,347,531,575
../ALPR-with-scikit/images\video3_2180.xml,177,317,525,573
../ALPR-with-scikit/images\video3_2190.xml,169,313,523,569
../ALPR-with-scikit/images\video3_2200.xml,341,483,307,352
../ALPR-with-scikit/images\video3_2210.xml,209,353,516,563
../ALPR-with-scikit/images\video3_2220.xml,149,289,329,375
../ALPR-with-scikit/images\video3_2230.xml,183,326,423,469
../ALPR-with-scikit/images\video3_2240.xml,247,390,336,382
../ALPR-with-scikit/images\video3_2250.xml,128,271,499,546
../ALPR-with-scikit/images\video3_310.xml,115,244,427,467
../ALPR-with-scikit/images\video3_40.xml,161,575,545,671
../ALPR-with-scikit/images\video3_440.xml,16,167,425,479
../ALPR-with-scikit/images\video3_450.xml,138,263,315,345
../ALPR-with-scikit/images\video3_470.xml,171,330,487,536
../ALPR-with-scikit/images\video3_540.xml,91,659,192,455
../ALPR-with-scikit/images\video3_550.xml,21,598,145,408
../ALPR-with-scikit/images\video3_560.xml,137,320,426,527
../ALPR-with-scikit/images\video3_570.xml,126,306,426,525
../ALPR-with-scikit/images\video3_580.xml,113,292,430,530
../ALPR-with-scikit/images\video3_590.xml,141,317,440,539
../ALPR-with-scikit/images\video3_600.xml,89,262,444,548
../ALPR-with-scikit/images\video3_610.xml,100,272,464,564
../ALPR-with-scikit/images\video3_620.xml,68,243,477,574
../ALPR-with-scikit/images\video3_630.xml,59,230,487,587
../ALPR-with-scikit/images\video3_640.xml,82,248,496,602
../ALPR-with-scikit/images\video3_650.xml,138,274,496,615
../ALPR-with-scikit/images\video3_660.xml,502,685,352,477
../ALPR-with-scikit/images\video4_1100.xml,114,213,217,245
../ALPR-with-scikit/images\video4_2020.xml,1,213,439,480
../ALPR-with-scikit/images\video4_2030.xml,104,317,464,510
../ALPR-with-scikit/images\video4_2120.xml,341,491,463,541
../ALPR-with-scikit/images\video4_2130.xml,426,593,459,551
../ALPR-with-scikit/images\video4_2140.xml,401,587,471,560
../ALPR-with-scikit/images\video4_2150.xml,340,538,469,569
../ALPR-with-scikit/images\video4_2160.xml,262,476,476,576
../ALPR-with-scikit/images\video4_2170.xml,170,405,473,582
../ALPR-with-scikit/images\video4_2180.xml,30,298,468,594
../ALPR-with-scikit/images\video4_2210.xml,115,188,521,552
../ALPR-with-scikit/images\video4_2230.xml,157,227,348,380
../ALPR-with-scikit/images\video4_2240.xml,214,356,438,503
../ALPR-with-scikit/images\video4_2250.xml,372,671,310,435
../ALPR-with-scikit/images\video4_2260.xml,188,482,322,454
../ALPR-with-scikit/images\video4_2290.xml,388,712,354,504
../ALPR-with-scikit/images\video4_2300.xml,734,1073,369,534
../ALPR-with-scikit/images\video4_2310.xml,698,1061,369,565
../ALPR-with-scikit/images\video4_2340.xml,1,350,408,663
../ALPR-with-scikit/images\video4_2370.xml,552,900,276,406
../ALPR-with-scikit/images\video4_2380.xml,176,531,242,373
../ALPR-with-scikit/images\video4_2390.xml,143,484,236,375
../ALPR-with-scikit/images\video4_2410.xml,144,502,274,425
../ALPR-with-scikit/images\video4_2420.xml,91,448,289,438
../ALPR-with-scikit/images\video4_2430.xml,74,438,345,500
../ALPR-with-scikit/images\video4_2440.xml,34,398,406,570
../ALPR-with-scikit/images\video4_2490.xml,188,572,313,467
../ALPR-with-scikit/images\video4_2500.xml,195,589,287,455
../ALPR-with-scikit/images\video4_2580.xml,277,502,262,378
../ALPR-with-scikit/images\video4_2590.xml,394,633,242,384
../ALPR-with-scikit/images\video4_2600.xml,368,613,195,339
../ALPR-with-scikit/images\video4_2610.xml,230,479,173,338
../ALPR-with-scikit/images\video4_2620.xml,113,362,215,392
../ALPR-with-scikit/images\video4_2630.xml,13,266,217,404
../ALPR-with-scikit/images\video4_2640.xml,201,428,399,467
